name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Lierde, Vlaanderen, BelgiÃ«",2023-07-07T08:00:00,13.6,13.6,11.4,86.56,0,14.3,,0,0,17.6,10.4,226.2,1015,65.7,24.1,74,0.3,1,10,Partially cloudy,partly-cloudy-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-07-07T09:00:00,14.9,14.9,11.7,81.17,0,28.6,,0,0,16.7,10.8,248.8,1015.3,71.7,21.1,182.3,0.7,2,10,Partially cloudy,partly-cloudy-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-07-07T10:00:00,16.3,16.3,12.1,76.19,0,28.6,,0,0,15.7,11.2,271.3,1015.7,77.7,18.1,290.7,1,3,10,Partially cloudy,partly-cloudy-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-07-07T11:00:00,17.7,17.7,12.5,71.57,0.4,28.6,rain,0,0,14.8,11.5,293.9,1016,83.7,15.1,399,1.4,4,10,Partially cloudy,partly-cloudy-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-07-07T12:00:00,18,18,12.7,71.17,0,28.6,,0,0,14.5,11.9,308.7,1016.3,73.6,13.1,471,1.7,5,10,Partially cloudy,partly-cloudy-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-07-07T13:00:00,18.4,18.4,13,70.78,0,28.6,,0,0,14.3,12.2,323.5,1016.7,63.4,11.1,543,1.9,5,10,Partially cloudy,partly-cloudy-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-07-07T14:00:00,18.8,18.8,13.3,70.39,2.1,28.6,rain,0,0,14,12.6,338.3,1017,53.3,9.1,615,2.2,6,10,Partially cloudy,partly-cloudy-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-07-07T15:00:00,19.5,19.5,12.1,62.3,0,33.3,,0,0,15.2,13.8,343.6,1017.3,49.9,14.1,654,2.3,7,10,Partially cloudy,partly-cloudy-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-07-07T16:00:00,20.3,20.3,11,55.13,0,33.3,,0,0,16.4,15,348.8,1017.7,46.4,19.1,693,2.5,7,10,Partially cloudy,partly-cloudy-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-07-07T17:00:00,21.1,21.1,9.9,48.76,0.6,33.3,rain,0,0,17.6,16.2,354.1,1018,43,24.1,732,2.6,7,10,Partially cloudy,partly-cloudy-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-07-07T18:00:00,19.9,19.9,10,52.75,0,33.3,,0,0,19.2,17.2,236.2,1018.7,28.7,24.1,625.7,2.2,6,10,Partially cloudy,partly-cloudy-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-07-07T19:00:00,18.7,18.7,10.1,57.1,0,33.3,,0,0,20.8,18.1,118.4,1019.3,14.3,24.1,519.3,1.9,5,10,Clear,clear-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-07-07T20:00:00,17.6,17.6,10.2,61.85,0,33.3,,0,0,22.3,19.1,0.5,1020,0,24.1,413,1.5,4,10,Clear,clear-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-07-07T21:00:00,15.3,15.3,9.5,68.03,0,19,,0,0,18.1,15.7,1,1020.7,0,24.1,293.7,1.1,3,10,Clear,clear-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-07-07T22:00:00,13.1,13.1,8.8,74.99,0,19,,0,0,13.9,12.4,1.4,1021.3,0,24.1,174.3,0.6,0,10,Clear,clear-night,
"Lierde, Vlaanderen, BelgiÃ«",2023-07-07T23:00:00,10.9,10.9,8.1,82.85,0,19,,0,0,9.7,9,1.9,1022,0,24.1,55,0.2,0,10,Clear,clear-night,
"Lierde, Vlaanderen, BelgiÃ«",2023-07-08T00:00:00,10.3,10.3,7.9,85.07,0,19,,0,0,8.4,7.9,2.5,1022.3,0,24.1,36.7,0.1,0,10,Clear,clear-night,
"Lierde, Vlaanderen, BelgiÃ«",2023-07-08T01:00:00,9.8,9,7.8,87.36,0,19,,0,0,7.1,6.8,3.1,1022.7,0,24.1,18.3,0.1,0,10,Clear,clear-night,
"Lierde, Vlaanderen, BelgiÃ«",2023-07-08T02:00:00,9.3,8.7,7.7,89.73,0,19,,0,0,5.8,5.8,3.7,1023,0,24.1,0,0,0,10,Clear,clear-night,
"Lierde, Vlaanderen, BelgiÃ«",2023-07-08T03:00:00,8.9,8.4,7.4,90.11,0,14.3,,0,0,5.4,5.4,7.7,1023,0,24.1,0,0,0,10,Clear,clear-night,
"Lierde, Vlaanderen, BelgiÃ«",2023-07-08T04:00:00,8.6,8.1,7.1,90.5,0,14.3,,0,0,5,5,11.6,1023,0,24.1,0,0,0,10,Clear,clear-night,
"Lierde, Vlaanderen, BelgiÃ«",2023-07-08T05:00:00,8.3,8.3,6.9,90.89,0,14.3,,0,0,4.7,4.7,15.6,1023,0,24.1,0,0,0,10,Clear,clear-night,
"Lierde, Vlaanderen, BelgiÃ«",2023-07-08T06:00:00,9.5,9.2,7.5,87.14,0,14.3,,0,0,5.8,4.9,21.1,1023.3,0,24.1,27.7,0.2,0,10,Clear,clear-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-07-08T07:00:00,10.8,10.8,8.1,83.6,0,14.3,,0,0,6.8,5.2,26.7,1023.7,0,24.1,55.3,0.3,1,10,Clear,clear-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-07-08T08:00:00,12.1,12.1,8.8,80.25,0,14.3,,0,0,7.9,5.4,32.2,1024,0,24.1,83,0.3,1,10,Clear,clear-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-07-08T09:00:00,13.8,13.8,8.7,71.64,0,23.8,,0,0,11.2,7.3,30.8,1024,1.5,24.1,224.7,0.8,2,10,Clear,clear-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-07-08T10:00:00,15.5,15.5,8.7,64.05,0,23.8,,0,0,14.4,9.2,29.3,1024,3,24.1,366.3,1.3,4,10,Clear,clear-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-07-08T11:00:00,17.2,17.2,8.7,57.35,0,23.8,,0,0,17.6,11.2,27.9,1024,4.5,24.1,508,1.8,5,10,Clear,clear-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-07-08T12:00:00,18.3,18.3,8.3,52.2,0,23.8,,0,0,17.9,12.8,25.5,1024,4.6,24.1,619.3,2.2,6,10,Clear,clear-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-07-08T13:00:00,19.4,19.4,7.9,47.53,0,23.8,,0,0,18.1,14.5,23.2,1024,4.8,24.1,730.7,2.6,7,10,Clear,clear-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-07-08T14:00:00,20.5,20.5,7.6,43.31,0,23.8,,0,0,18.4,16.2,20.8,1024,4.9,24.1,842,3,8,10,Clear,clear-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-07-08T15:00:00,20.5,20.5,7.6,43.31,0,28.6,,0,0,19.1,17.3,22.5,1023.7,4,24.1,835,3,8,10,Clear,clear-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-07-08T16:00:00,20.5,20.5,7.6,43.32,0,28.6,,0,0,19.8,18.4,24.1,1023.3,3.1,24.1,828,3,8,10,Clear,clear-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-07-08T17:00:00,20.6,20.6,7.7,43.33,0,28.6,,0,0,20.5,19.4,25.8,1023,2.2,24.1,821,3,8,10,Clear,clear-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-07-08T18:00:00,19.8,19.8,8.2,47.21,0,28.6,,0,0,20.9,18.1,24.6,1023,1.5,24.1,699.3,2.5,7,10,Clear,clear-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-07-08T19:00:00,19,19,8.7,51.45,0,28.6,,0,0,21.2,16.8,23.4,1023,0.7,24.1,577.7,2.1,6,10,Clear,clear-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-07-08T20:00:00,18.2,18.2,9.3,56.07,0,28.6,,0,0,21.6,15.5,22.2,1023,0,24.1,456,1.6,5,10,Clear,clear-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-07-08T21:00:00,16,16,9.1,63.61,0,23.8,,0,0,17.4,13.4,22.9,1023.3,2.2,24.1,322.3,1.1,3,10,Clear,clear-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-07-08T22:00:00,13.9,13.9,9,72.31,0,23.8,,0,0,13.2,11.4,23.5,1023.7,4.4,24.1,188.7,0.7,0,10,Clear,clear-night,
"Lierde, Vlaanderen, BelgiÃ«",2023-07-08T23:00:00,11.8,11.8,8.9,82.4,0,23.8,,0,0,9,9.4,24.2,1024,6.6,24.1,55,0.2,0,10,Clear,clear-night,
